drugName,condition,review,rating,date,usefulCount
Latuda,Bipolar Disorde,"""I was on 20 mg Latuda with 300 mg Lithium. It was the most normal I have felt in a while. For me it has being weight neutral in comparison with Zyprexa. Zyprexa made me gain 5 pounds per day &amp; 80 pounds in a few days. Latuda gave me more energy to work out. Naturally, if I don&#039;t take meds I don&#039;t even have to work out &amp; have a fast metabolism &amp; loose weight easily. With meds I need to exercise. However, the main difference is that with Zyprexa I would exercise 5 times per week, 2 hours per day, eat healthy &amp; still gain a ton of weight. Latuda helps me maintain healthy weight. Unfortunately, my doctor for some reason decided to increase my Latuda doze to 40 mg. I am now having muscle spasm, around my eyes.""",10,30-Jun-15,28
Latuda,Bipolar Disorde,"""The first week and a half was unbearable. Severe anxiety, depression, and crazy vivid nightmares... then it was like a light was switched on and everything felt great. I was just upped to 40mg a week ago today and now I am back to severe anxiety, depression, and vivid nightmares... I really hope this pulls through for me once again or I am going back down to 20mg. My relationship was blossoming now I feel we are struggling once more, I refuse to lose my happiness due to this mental disorder!""",7,22-Apr-17,21
Latuda,Schizophrenia,"""I put a 5/10 rating because I have just started taking Latuda 20mg. The only side effect I have noticed is feeling drowsier than usual. I am most likely going to give it 1-2 weeks before jumping to the conclusion that it doesn&#039;t work (as I was notorious for doing that after like 2 days of taking the medication). I am also taking Wellbutrin 300mg and Trazadone 50mg. I find I take Latuda after dinner or late snack as it does make me drowsy. However the Trazadone is like a miracle drug for me. Before I was taking it and when I took a break from it when I couldn&#039;t afford them at the time I had the most restless sleeps imaginable. Was skeptical about starting Latuda as I am also taking 2 other medications. But Psychiatrist said it was safe.""",5,17-Mar-16,8
Latuda,Bipolar Disorde,"""I have Bipolar 1 and I started taking Latuda 20mg and didn&#039;t feel too much to begin with other than it was easier to get up in the morning, then I went up to 40mg and started really feeling amazing improvements. I used to suffer from extreme paranoid thoughts, had little cognitive ability, was constantly having panic attacks and felt extremely depressed, didn&#039;t sleep yet was barely awake during the day and was basically just sluggish and useless. On Latuda I can get up in the morning, I sleep at night, my paranoid thoughts a greatly reduced, my panic attacks have more than halved, I can actually think, I&#039;m not too sleepy and depressed to look after myself and after two years of being disinterested in everything I feel enthusiastic again!""",9,15-Jun-16,94
Latuda,Bipolar Disorde,"""So my experience with this medication is a good one.  I have tried just about everything for bipolar with schizoeffective features but this is the only thing that seems to keep me out of the hospital.  I don&#039;t overeat on this medication and I don&#039;t have hardly any side effects. I am currently taking 80mg at night and I seem to be getting quality sleep and feeling as good as you can feel with bipolar disorder the next day.  I don&#039;t give it a 10 because I still have some unusual thoughts but I have yet to take a medication that can completely take care of them or I think they are also called intrusive thoughts. If you read this I hope your experience with this medication will be as good as mine.""",9,30-Apr-13,86
Latuda,Bipolar Disorde,"""I used Latuda for bipolar 2 depression for over a week.  It was very expensive!  I could feel a slight difference, more positive mood after a week, but nausea even after taking pill after a full large meal.  The reason I stopped taking it was because two hours after taking the pill, I would fall asleep.  Not just be tired but actually fall asleep at work.  The naps I would take after taking the pill when at home were not fully rested, I would get chills, had to have layers of blankets for 3-4 hours.  Then once I woke up I would feel fine but it would have ruined my sleep pattern for the night ahead.  I think it will work well for someone who does wont experience those side effects.  I would give it a try.  Stay positive!""",3,7-May-17,19
Latuda,Bipolar Disorde,"""I was on seroquel for quite some time and really liked it, but I didn&#039;t appreciate the small weight gain or my lack of desire to wake up in the morning. However, it stabilized my mood and gave me the best sleep of my life. My Dr suggested latuda, which I&#039;ve been taking for about 5 months now at 60 mg. Latuda is also great at stabilizing my mood and no weight gain, but it makes me terribly sick. I&#039;m very nauseous even when I have food in my stomach-sometimes to the point I&#039;m sure I&#039;m going to vomit. It even makes my teeth hurt initially. I want to love this medication as it is truly helpful in mood stabilization, but the induced sickness every time I take it is getting old.""",7,18-Jul-17,23
Latuda,Bipolar Disorde,"""I&#039;ve been on so many medications since I was 13 I couldn&#039;t possibly remember nor list them all. One was abilify. I hated it. It made me extremely tired and fatigued. Latuda is by far the best medication I have ever been on. To bad it is so expensive.""",9,8-Sep-15,32
Latuda,Bipolar Disorde,"""I switched from Zyprexa to Latuda about 2 months ago. At first, I was having a little bit of trouble staying asleep. Now, I feel much more energized when I wake up. It keeps symptoms at bay. I was also able to lose almost 50 pounds (through diet and exercise). It is possible to lose weight on this drug as you are not constantly thinking about food and feeling sluggish. Definitely recommend for those looking for an alternative.""",10,29-Jun-16,59
Latuda,Schizophrenia,"""40mg for Schizoaffective Disorder: Somewhat improved my paranoia, insomnia and intrusive thoughts. However it made my body feel extremely tense and agitated. I can hardly describe how horrendous this feeling was, like every cell in my body was screaming, like I needed to physically explode. I would try to pace around to relieve it, but nothing worked, and I felt exhausted at the same time, so I would lie down, but the feeling was unbearable so I would get right back up again. It was maddening. My pdoc gave me a beta blocker to make it go away, but that didn&#039;t work. After a month on this med I just quit it cold turkey as I was terrified of it, felt like I could not handle one more night of feeling that way.""",3,11-Apr-16,18
Latuda,Bipolar Disorde,"""Latuda was horrible in my case. I was so wound up I couldn&#039;t sleep or sit down. I had what felt like all day long panic and even a Xanax didn&#039;t stop it. I was sweating and hyperventilating and felt a constant choking sensation I think from panicking. This is my experience it may be someone else&#039;s miracle drug. It did ease the depression and mood swings but the side effects were not worth it. On the plus side I gave it a 3 because I was never hungry and dropped 20 pounds.""",3,14-Mar-17,21
Latuda,Bipolar Disorde,"""Before starting Latuda, I was weepy and sad nearly all the time.  I rarely slept well and just felt sad and sleepy all the time.  Latuda changed my life.  I am not sad and weepy anymore and I sleep great every night.   This medicine is just what I had prayed for.  I feel so normal now.""",10,25-Nov-16,46
Latuda,Bipolar Disorde,"""I love latuda! After being prescribed countless different meds for my bipolar I can say latuda has been a life changer. I&#039;m less manic my highs and lows feel pretty stable. I&#039;ve only been on 40mg going on 3wks. I do make sure to take with at least 350 calories.""",9,11-Oct-15,17
Latuda,Bipolar Disorde,"""I was looking forward to trying Latuda however in the month that I took it, the side effects were too much for me.  I could not sleep, I was restless,  irritable, argumentative - basically not pleasant to be around.  And it made my muscles ache so bad I could hardly walk.  It wasn&#039;t for me.  Good luck!""",2,20-Jan-16,24
Latuda,Bipolar Disorde,"""I am on day 4 of Latuda. I am weaning off of Saphris which was like a miracle as far as effects and stabilization of mood (despite horrible taste). The taste of Saphris eventually made it very difficult to take consistently so my prescriber chose Latuda at 40 mg to swallow daily. Already noticing a maintaining balance of mood despite drastic decrease in Saphris. I hope that Latuda will work just as well as Saphris, if not better. More review to follow but initial reaction is a positive one.""",8,20-May-11,58
Latuda,Schizophrenia,"""Latuda is the best mood stabilizer there is. At least for me. It certainly does not act like a stimulant towards depression and nor does it act like an SSRI. The medication is awesome because it feels more like a mood stabilizer than saying it&#039;s an anti psychotic even though it is, Latuda helps everything. And the side effects are minimal. I would recommend this medicine to who has depression, paranoia and bipolar disorder. """,9,30-Nov-14,75
Latuda,Schizophrenia,"""This medication did not work well for me. I keep hearing voices while I go to sleep. It seems like the medication only works for 3 or 4 hours. Then, it stops working. I am also having a problem with center of balance with this medication. I keep having mini-vertigos. I saw the other ratings and I was tempted but this medication just did not workout for me.""",4,27-Jul-11,61
Latuda,Schizophrenia,"""One day at work I felt an explosion in my head after that i thought that undercover cops were watching me following me couldn&#039;t sleep at all eventually had a psychotic break Checked in to Psycho ward released and prescribed Zyprexa. After gaining about 50 pounds and feeling like a zombie I tried latuda within a couple weeks started to feel better. I had much more energy sleeping a normal 6-8 hours wakeing up refreshed and ready to take on the day,confidence back able to go out in public.after a few months with an active life style all the weight i had gained on zyprexa fell off. normal again Great.  Side Effects: memory loss,dry mouth. Dose:20 mg night""",10,16-Sep-15,53
Latuda,Schizophrenia,"""I took this medication for nearly two years at the highest dose of 120mg for schizophrenia. It completely helped with my hallucinations and delusional thinking. I had been on 650mg of seroquel previous to starting Latuda and I would still hear voices. I take latuda with a snack at 8pm and I am ready for sleep between 930 - 10pm and sleep well through the night. My only complaint is that it does cause an increase in appetite and weight gain. At this present time I take 900mg lithium, 150mg luvox, 72mg concerta and Latuda dose has been lowered to 80mg. I have noticed that my appetite has decreased. Delusions and hallucinations have not returned.""",9,18-Jul-17,11
Latuda,Bipolar Disorde,"""I don&#039;t review medicines often, but thought this might be valuable. Love this medicine, been on everything, like most of us. I take it as monotherapy for bipolar II. No bad side effects. When first started, I had a headache for a few days. That went away completely and now it helps prevent them. I also tire a little more upon exertion, but not too much. I feel slightly shaky, but even that has improved. In the beginning I had slightly restless sleep, but now have great sleep, with pleasant dreams. I feel normal, calm, happy and stable. I have NEVER felt this way. Definitely not manic at all. I have not gained or lost weight. I have no nausea and my cognition is good. I hope this helps. Give this medicine a try.""",10,7-Apr-14,183
Latuda,Schizophrenia,"""I took latuda with Lithum and ended up in the hospital for 2 months. I don&#039;t know if it was the mixture but I was doing all right on Lithum. When I Started Latuda I started to fell funny not myself. When I was in the hospital I lost movement in my body and I was going down hill fast. After about 4 weeks  I started going the other way but I needed physical and occupational therapy to walk and move my arms plus my breathing was no good. This was the end on December and here it is June and still going though therapy. Not a good experience with Latuda.""",1,9-Jun-15,23
Latuda,Bipolar Disorde,"""I&#039;m a female in my 60&#039;s.  I have been on various anti-depressant medications for
about ten years. Nothing has helped much. I finally gave up on them all.
       My diagnoses: Depression &amp; post traumatic stress disorder.

For the last 2 weeks I&#039;ve been on 20mg of Latuda. What a positive experience!  It definitely helps me focus better. And helps decrease my depression.  The only
complaint is that I&#039;m hungry more. My dr said I could increase to 40mg Latuda 
and/or add Wellbutrin. Right now I&#039;m okay with just 20mg Latuda.   Don&#039;t want to change anything right now.   Yes, I recommend it.

I don&#039;t know whether my Medicare will cover Latuda. My dr gave me samples.""",9,6-May-14,80
Latuda,Bipolar Disorde,"""Although I am totally stable on this medication, feel great in fact, I have gained weight (40 pounds to be exact).  I take 40 Mg, for about two months now.  I&#039;d give it a 10 but for the weight gain (never been overweight in my life!) which is driving me crazy, especially since my appetite is way down.  My dr is adding Wellbutrin to it.  I am bipolar II.  Been on almost everything else, bad side effects, especially on Abilify.  Good luck. I had hoped to lose weight, but it looks like I&#039;m predisposed to weight gain.""",7,13-Jun-14,72
Latuda,Bipolar Disorde,"""Been on latuda about 3 weeks now. The only down fall is staying asleep for the whole night. I go to bed around 10pm and i wake up about one hour later feeling restless. Doctor told me to take melitonin before bed. I&#039;ll see if that works. Also,like someone above my message said. My doctor ask me to go off the medication and notice the signs of depression again and see what the medication has been doing. So true. After 3 days off the medication,I notice my symptoms of anger and impulsiveness  return, also my depression hitting hard again. So am going back on after today and staying on. Its finally a miracle that I can be symptoms free and no more racing thoughts. Thank you medicine. """,9,15-Jul-16,42
Latuda,Bipolar Disorde,"""My experience with Latuda is mostly negative. I have been on it for 5 months and will be tapering off in a couple of weeks thankfully.  The only good thing about it is it stabilized me in a severe mixed mania with psychosis episode, but other than that, the side effects are horrible.  It has done nothing for my depression the past two months and I have had anxiety and major irritability on it.  The nausea and vomiting is miserable.  I was prescribed zofran to offset the nausea but that is not so helpful either since the zofran causes constipation.  The 350 calorie requirement is a pain because you can&#039;t take it with dinner or you fall asleep instantly, so I take it with a late night meal to last a few more hours, hence more weight gain.""",3,13-Jul-17,12
Latuda,Bipolar Disorde,"""Have been on Latuda (80 mg) for 3 months and it has done wonders for me.  I am primarily manic and Latuda has helped me greatly.  Much better than Seroquel and a whole bunch of others. Some mild nausea but if I take it with the 350 calories required this equates to no nausea.  still suffer from elevated anxiety but that&#039;s another issue.""",10,28-Jan-15,69
Latuda,Bipolar Disorde,"""I started Latuda (20 mg) about 2 weeks ago and felt improvement almost immediately, like within 24 hours. I was extremely skeptical thinking it was just an anomaly but I have felt good every day since starting it. I am bipolar 1 and was in EXTREME depression and anxiety before starting it. I do not take it with food and have had no nausea. (As a matter of fact I had had more nausea before starting Latuda than after! ) I have been on about 8 other meds and none have worked like this. Just 3 weeks ago I could not even sit at the table for a family dinner. I was so depressed and anxious I would leave almost immediately. Now I feel happy ( yes happy!) and sociable. At first it made me sleepy but that one side effect has left.""",10,28-Apr-15,90
Latuda,Bipolar Disorde,"""I switched from Seroquel to latuda 5 days ago, INSTANT IMPROVEMENT! My sweet cravings are gone, I can exercise again, I don&#039;t feel like a slug at work. I Have only one complaint. The nausea is pretty bad, I&#039;ve almost thrown up a couple of times, but right now, the pros outweigh the cons, hopefully the nausea will subside after a while. Ill update in a month""",9,22-Apr-15,57
Latuda,Bipolar Disorde,"""I initially went on it for depression. It worked great. But years had passed and everyday was the same I was never moving forward. I was forgetting a lot of things. I&#039;m in my 30s I felt as if I was in my 70s when it came to memory. The ability to converse normally decreased over time. I would forget at-least 2 words every few sentences and I would forget obligations and functions. When I went off of it my room was clean for the 1st time my car was clean for the 1st time and for the 1st time I wasn&#039;t craving stimulants. I feel alive again.... 3 months off Latuda""",2,8-Jul-17,17
Latuda,Bipolar Disorde,"""Horrible drug!  My doctor tried it as augmentation therapy for my depression, to take with my Trintellix.  The starting baby dose of 20mg flew me over the edge in two weeks.  I became angry, agitated, and very aggressive.  A neighbor make me so angry coming out of our condo parking garage the wrong way that I later slit tires on his car.  Not at all like me!  Thank God he accepted payment for new tires and didn&#039;t press charges.  Perhaps the nastiest med I have ever taken. And VERY expensive without good insurance.""",1,21-Apr-17,16
Latuda,Bipolar Disorde,"""I was started at 40mg and got mild nausea but doing good mood wise.  Increased to 80mgs and starting getting physically sick within 20 minutes of taking it.  It would have made a good diet medicine for me, but that is not why I was on it.""",1,17-Jun-12,21
Latuda,Bipolar Disorde,"""I had been on Effoxor XR forever, and it wasn&#039;t working like it used to. It just kept me barely sane. I added Latuda 20mg at night, and very quickly I was feeling normal for the first time in years. No more crying depression, no more overly happiness. But a stable feeling. A happy medium. It didn&#039;t make me numb or zombie like. I feel productive for the most part. I sleep better and wake more positive. It has triggered my already sweet tooth, and I&#039;ve gained weight, but I&#039;m just so relieved with my mood, I can handle it...I like it overall.""",10,22-May-15,47
Latuda,Bipolar Disorde,"""I have struggled with the depression part of Bi-Polar well, forever. I am 34 finally, I can tell that this medication is not only helping with the bi-polar part but I actually feel GOOD! This medicine is a God send for me. I cannot testify to weight gain or side effects just yet because I have only been taking the medication for about 4 months, HOWEVER, I can say that when I take it at night, I have the most horrific nightmares every night.  I am going to try taking in the morning, but I hear it may be a sedative.  I do have a history of sleep paralysis but this is a guarantee nightmare for me.  A sleep aid like Clonazepam sometimes helps... but it is a gamble.
I also take  250mg Lamictal a day and 50mg Pristiq a day.""",8,8-Dec-14,41
Latuda,Bipolar Disorde,"""Some nausea, severe vomiting when I first began...better now. It knocks me out pretty quick, so I take it at night along with 300mg of Lamictal and 150mg of Trazodone. The worst side effect I&#039;ve noticed is EXTREME fatigue. I can&#039;t seem to get enough sleep. Otherwise, its definitely a step in the right direction. 2 weeks and counting- If the fatigue thing doesn&#039;t let up I&#039;ll probably have to stop it and move on to something else (its that bad). Also curbs my appetite considerably.""",6,6-Sep-12,44
Latuda,Bipolar Disorde,"""Started taking 20 mg.  Makes me sleepy (like almost knocks me out) and had a headache for a few days. Week 2 Day 2 of upping  dose to 40 mg now sleepy &amp; nauseous.""",7,1-Sep-15,17
Latuda,Bipolar Disorde,"""Not very effective for bipolar depression. Now in week 5 of taking med. Extremely expensive and relatively ineffective.""",1,2-Aug-17,10
Latuda,Bipolar Disorde,"""Latuda is a miracle for me. I started on 40mg at bedtime then moved up to 80 mg at bedtime. 80 mg was too much as I started having inner restlessness so with my doctors approval I went back to 40 mg.  At 40 mg everything is perfect.  My depression lifted, my compulsive thoughts went away and I can think again.""",10,26-Aug-14,102
Latuda,Bipolar Disorde,"""I have Bi-Polar and have been on Latuda for 3 days. Until reading your post, I was going to take myself off.  The irritability is through the roof and right now I am in my manic mode, getting up everyday at 4:00, so lack of sleep doesn&#039;t help.  My thoughts are foggy.  But I am giving this medicine 2 weeks, I should know by then. Latuda replaced the Risperdal, I am on 1500 lithium, Klonopin, Prozac, and Vyvanse.  So I hope to feel as good as all of you.  Thanks for your experiences.""",1,3-Feb-12,41
Latuda,Bipolar Disorde,"""It&#039;s one of those pills that I dread having to take -- no matter what, without fail, it makes me feel sick to my stomach. It hasn&#039;t lessened in the least and sure, it&#039;s gone by morning, but in the meantime it&#039;s pure hell.""",1,4-Aug-15,15
Latuda,Bipolar Disorde,"""Today is day 3 on Latuda. First night I had to take a xanax to go to sleep, day 2 I fell asleep in my own.  Tonight I still have no symptoms.  I&#039;m feeling better after 3 days. I am highly sensitive to medication and was extremely frightened to start it.  I&#039;m very happy so far.""",10,26-Apr-17,33
Latuda,Schizophrenia,"""I have been taking this medication for almost a month. I had a good experience at 40mg and opted to try the higher dosage of 80mg. It has been nothing short of amazing. I have been on every AAP except for Clozapine with mediocre to average results.. even in combinations. I do take the 80mg of Latuda with 300mg of Seroquel XR, but the Latuda has made a huge difference cognitively.""",10,18-Mar-11,98
Latuda,Bipolar Disorde,"""7 days ago my psych added Latuda 80mg a night to my usual diet of 300mg lithium and 0.5 mg Ativan (when required).  The first two days as he tapered me up to 80mg of Latuda I was tired almost sedated and super relaxed.  My horrible rapid cycling has stopped, paranoia significantly lessened. I have only cried 3 TIMES this week and I feel amazingly like &quot;my old self again.&quot;  I&#039;m almost afraid its to good to be true and suddenly side effects are going to start.  But so far so good!  The only thing I&#039;ve noticed is that I am eating again. I was having so much anxiety my food was choking me.  I am not gaining weight, just able to relax enough to eat.  I am hoping it will continue working and I will be able to wean off the lithium because of the side effects.""",8,30-Jan-12,52
Latuda,Bipolar Disorde,"""I have been telling everyone I trust that this is the best medicine I have ever taken! I have tried everything! I mean everything! I only have a little weight gain and that&#039;s it. I&#039;m not tired or exhausted. My crashes are like 5 seconds! Seriously! I&#039;m 44 years old I&#039;m a leisure Body Builder and I&#039;m in shape. I&#039;ve always been in tune with my body. I always feel if I have a cold coming on and I would fight it before it becomes full blown. I know if I&#039;m getting side effects from medicine which I always have from the other medicines. Latuda does not mess with me sexually either. I recommend this medicine!""",10,12-Dec-14,86
Latuda,Bipolar Disorde,"""Been on latuda 20mg for almost 3 weeks now. I definitely notice a difference in my mood. I dont feel so heavy and down. Im glad to finally have some relief. I also notice that my anxiety is not as high and im not angry all the time. I hope things go up from here. Im very positive about this medicine.""",8,8-Jul-16,50
Latuda,Bipolar Disorde,"""My psych started me on latuda about 6 days ago. I am 32 years old and have suffered from manic bipolar depression for many years. Also with a touch of OCD and severe anxiety. Before latuda I was on ativan for my anxiety. My Dr started me on 40 mg of Latuda and the obvious side effect of nausea did come. But its rather tolerable. My Dr told me there&#039;s a trick. Take it after dinner. 
After a couple days I have begun to get terrible restless leg syndrome. Talked to my Dr and he put me on klonopin to take 1 hour after latuda. Last night it didn&#039;t work. 
Overall, my mood is still wishy washy. I am however getting up and doing more. With my depression I haven&#039;t been active in sex with my husband as much neither. Let&#039;s hope that changes as well.""",6,23-Aug-17,13
Latuda,Bipolar Disorde,"""I am on 80mg of Latuda, 1050 mg of Lithium, 12.5mg of Ambien CR and can say I feel normal and happy again. I got my life back!""",9,9-Jul-15,27
Latuda,Bipolar Disorde,"""I am 50ish and have had &#039;issues&#039; since 20ish and never written a review. Diagnosis is &#039;bi-polar II&#039; (not sure I agree) but, I also have sleep apnea, hypothyroid &amp; seem to have ADD (only H is my non-stop brain).  I have taken Wellbutrin, Prozac, geodon, abilify, seroquel, lamictal, cymbalta, zyprexa, lithium &amp; others all at ridiculously high clinical doses - stopped each one cold turkey w/o issue. Lamictal worked a little at a point - Latuda (80mg) is the ONLY drug that has given me hope of feeling normal (along with ADD &amp; thyroid). Working on the c-pap and hoping Latuda keeps working.  This brain stuff is a lot of guessing &amp; @ 30 yrs in, I was about to give up on ever feeling ok again - this is awesome!  I remember being me &amp; love it ; )""",9,3-Apr-16,57
Latuda,Bipolar Disorde,"""The only med that ever worked for me! Although it has major side effects like confusion, memory loss, and muscle aches. Thanks sunovion for making a wonderful product. Unfortunately  I can&#039;t take it right now cause I don&#039;t have insurance and 120 milligrams is 1200 bucks for a month.""",8,17-Aug-15,26
Latuda,Schizophrenia,"""Diagnosed as bipolar with depression and severe anxiety years ago, however my reason for Latuda doesn&#039;t quite fit in the &quot;bipolar&quot; category, so I&#039;m posting it here. I have been on another AAP (Zyprexa) for two years, but it doesn&#039;t cover all the bases for me. Got to the point where &quot;paranoid thoughts&quot; (as my Dr calls them) dominated a lot of my time. I was blockading my door, wouldn&#039;t leave my appartment after dark, etc. Dr added 40mg of Latuda to my cocktail. I don&#039;t know how long it took, but one night I realized thatI haven&#039;t been blocking the door. Sadly, I gained 15lbs in two months so I tried to quit the Latuda. As soon as I did, I went right back to paranoid me. I will have to deal with the weight (only side effect for me) to keep semi sane.""",9,3-May-17,12
Latuda,Bipolar Disorde,"""Have tried almost everything since being diagnosed with Bipolar Disorder-I 4 years ago. I have been on 40mgs for a month now. Couldn&#039;t be happier. My time at work used to drag and make for an even more miserable day, but no longer. Happier thoughts and no mind racing. I have even been able to stop drinking alcohol while on this medicine. I guess it took away the need to self-medicate. 
I take this medicine at night with dinner, but after an hour, I can&#039;t sit still yet I am very sleepy. I try to sleep but keep having to turn over and over until I fall asleep about 3 hours later. It is a miserable feeling, but sleep very well once I do fall alseep. Small price to pay for feeling so much better. Good luck to all!""",9,13-Sep-13,85
Latuda,Bipolar Disorde,"""Started this med a week ago today. It has been the only thing that keeps my moods in line and in check. I am on 60mg of it along with 100mg of Wellbutrin. I have never felt this calm and feel as though I can get thru a day now without constantly mood flipping. The only thing I do not like is that it makes me restless and feel like I constantly need to move around.""",9,13-Jan-15,17
Latuda,Bipolar Disorde,"""Am currently on a low dose of Latuda (20 mg), experiencing very bad nausea and irregular bowel. Hopefully I will adapt soon.""",10,9-May-14,66
Latuda,8</span> users found this comment helpful.,"""Awful side effects- insomnia, unable to stop body from jerking, mind racing, food cravings and WEIGHT GAIN.""",1,27-Jul-12,8
Latuda,Bipolar Disorde,"""I have been on latuda for 3-4 years at 40 mg. I also take celexa for my bipolar 1 disorder . The latuda has helped me feel better but the weight gain of 50 lbs I put on has depressed me to the point that I stopped taking latuda this week. So far I have just experienced some insomnia and racing thoughts. I pray that these symptoms will pass soon. I am looking into treating my bipolar1 with vitamins and minerals. If you have any suggestions or thoughts please share them. I am hoping to lose all the weight I gained. Thank you and God Bless.""",3,17-Jun-16,25
Latuda,Schizophrenia,"""I remember going into a deep depression where I didn&#039;t want to live anymore. Being from an african background it was hard to explain this to my family as they don&#039;t believe in things like depression. This made things a bit worse for me. I would have panic attacks at work and suffer from racing suicidal thoughts. One day I had a psychotic episode and ended up being sectioned for a month. I refused medication at first because of all the horrible stories. However, I gave in. I started on 20mg then it was upped to 74mg. This was the greatest decision of my life. I have never felt so happy and grateful for my life. I can laugh again without faking my emotions, i can eat again I can sleep again. This is a miracle drug!!!!""",10,28-Jun-16,40
Latuda,Schizophrenia,"""Since starting latuda at 20mg a day and now up to 120mg a day. My life has more balance and no depression. My only concern is my psychosis is still the same but my hallucinations have dropped off.""",9,8-Mar-15,27
Latuda,Bipolar Disorde,"""I have Bipolar 1 with psychotic features. Since being put on Latuda, my mood swings have lessened considerably, and I am no longer experiencing any psychotic symptoms. My doctor was so pleased with the improvements that he gave me the okay to go to college. I am in my first week of college, hours away from home and have never felt better. I experienced akathesia with Latuda, so my doctor prescribed Cogentin to combat that and it helps a lot. Overall, I would say Latuda has helped me get my life on track and my symptoms under control.""",9,8-Sep-12,47
Latuda,Schizoaffective Disorde,"""I&#039;ve been on this medication for about a year now, and when first started it everyone noticed a change. I&#039;ve got better on Latuda for my schizoaffective disorder. I use Celexa and Lamictal with it, and I can finally control everything about my disorder. I got my life back on Latuda, it has given me more energy, and I can get out and do just about everything now, when before I couldn&#039;t do anything.""",10,14-May-12,35
Latuda,Bipolar Disorde,"""Wonder Drug""",8,19-Mar-16,4
Latuda,Bipolar Disorde,"""i have Bipolar type II and took it for a couple months and it left me feeling constantly on edge. i couldnt relax and watch a movie with my boyfriend or even just sit and read a book without feeling anxious. I don&#039;t know for sure if I have anxiety but it definitely made me very anxious. it didn&#039;t help my moods either cause I was constantly on edge and anything triggered an episode for me. but I know a few people it helped out, just not for me. one thing I will say is if you take it TAKE IT BEFORE BED WITH FOOD. taking with food helps your body absorb it, and taking it before bed helps with the anxious part for some.""",2,6-Dec-16,23
Latuda,Bipolar Disorde,"""I haven&#039;t seen anyone else discuss this, but Latuda gave me A LOT of anxiety.  Within 2 hours after taking the medication I would be in full freak out mode.  Also, my lower legs felt tingly.  These issues tended to last anywhere from 2-7 hours after I took it (at 4pm).  I gave it a 3 because I think it was otherwise working for what I&#039;d hoped. My irritability disappeared completely.  However, because of the side-effects I&#039;m off and looking for something else. (I also take lithium and Lamictal).""",3,20-Aug-12,42
Latuda,Bipolar Disorde,"""Before I was prescribed latuda, I was at the end of my rope. I was SO depressed. My doctor put me on 20 mg and overnight everything was beautiful again. I enjoyed doing things I hadn&#039;t in years. The latuda would put me right to sleep and I had vivid dreams.

2 months later, all those good feelings were gone. My doctor bumped me up to 40mg but I only experienced horrible side effects like agitation and anxiety. I&#039;m back at 20mg and I want off it completely. I can&#039;t eat or sleep. I have to take xanax to fall asleep now and I feel myself slipping back into depression. I should also mention that whenever I have a drink, I automatically black out so I can&#039;t even have a few drinks with my friends anymore.""",4,23-Feb-16,38
Latuda,Bipolar Disorde,"""I&#039;ve been on Latuda for 3 months after being on Lithium for Bipolar Disorder and have experienced nothing but great results. Lithium which I was on for 10 years began to rot my teeth because of dry mouth so I asked for a new medicine and the Doctor told me Latuda was brand new and is used primarily for schizophrenia but is used for Bipolar also. About 5 days into treatment I had experienced noticeable changes. They were a sense of calm without the &quot;tunnel vision&quot; and tiredness. I am a little more manic but not bad it&#039;s more like just being awake more not bouncing off the walls. I sleep about 3 hours less but because of the awake aspect of the medicine you can&#039;t really notice. So, I say it&#039;s an excellent medicine and is worth a try.""",10,27-Sep-11,96
Latuda,Schizoaffective Disorde,"""Started hearing whispers for the first time in my life at my current age of 29 while pregnant, (very scary). This pill 20mg has been a miracle. I&#039;M GOOD. I take my pill at night with enough food! I wish I could hug the people who made it. I never thought in a million years I would have experienced hearing voices.""",9,18-Jun-13,35
Latuda,Bipolar Disorde,"""I have been taking 40mg Latuda for about 2 weeks.  No side effects and it does not make me drowsy. I take it with dinner and I&#039;m fine until I go to bed at 9pm.  I fall asleep fine and wake up refreshed. I feel so much better - I have been able to stop taking Depakote and Ambien. Now, I&#039;d like to get off the Lithium. I still have anxiety and irritability but now I can get ahold of myself and see reason and calm down on my own. I would highly recommend. It is expensive though.""",9,13-Jun-12,43
Latuda,Bipolar Disorde,"""I was a big time researcher of Latuda before, so I thought I&#039;d add my two cents. Latuda is the only antipsychotic that ever worked for me. I was so depressed that I was in pain and the other atypicals didn&#039;t do anything but make me feel like a weird zombie with other movement side effects. Latuda works. I have to be on 3 other meds, but this is the backbone of my treatment. Finally they developed what has been a true miracle antipsychotic for me. I cannot say anything less than it saved my life.""",10,3-Jan-15,113
Latuda,Bipolar Disorde,"""Latuda has helped me so much with my anxiety and depression.  I&#039;m taking 20 mg once a day and I feel great.  """,10,29-Jul-11,74
Latuda,Bipolar Disorde,"""I have been 20 years trying different medications and combinations of them. As with any medicine review what works well for someone may have the opposite effect for another. Latuda has literally given me my life back with such debilitating depression I was starting to give up hope!
I knew within one week of starting Latuda that I had found the right medication for me.""",10,2-Dec-17,0
